review_id,review_text,brand,product,date,sentiment,user_verified,rating
e7facaae-be12-45c5-b88a-43492de1fb6f,Absolutely amazing. Delivery was fast,SmartWare,Laptop,2022-11-11,Positive,False,4
9a4a8325-1e41-4c24-ac2d-982f7e651ab7,Perfect product. Packaging was okay,Gadgetron,Phone,2023-12-05,Positive,True,4
724b1f25-e481-4f2a-ab72-9e39ad6df9db,Absolutely amazing. No issues with delivery,SmartWare,Camera,2023-10-21,Positive,False,5
a84b4970-e759-4b57-a943-dba7c6072738,Highly recommend. Still testing the features,TechPro,Phone,2021-09-08,Positive,False,5
882c851b-29c0-4466-bbf0-aed1f5e4c902,Great value for money. Could be better,TechPro,Phone,2021-10-14,Positive,True,4
24480610-9e87-4e12-b8bf-c00112217ed6,Love it. Still testing the features,SmartWare,Camera,2023-10-13,Positive,True,5
4b2aebac-369e-415d-b6b3-ae322a4eceef,Exceeded my expectations. No issues with delivery,NovaTech,Phone,2023-06-06,Positive,True,4
54b1682c-f1c0-4b4b-a6a2-dcbcbcba38d9,Love it. Packaging was okay,NovaTech,Laptop,2022-10-25,Positive,False,4
406b843f-c9f9-411b-9d39-08f9e36676bb,Highly recommend. Just starting to use it,Gadgetron,Tablet,2023-01-05,Positive,True,4
9b8c772d-b6b7-4945-aedf-09bdb2b18d41,Highly recommend. Delivery was fast,TechPro,Camera,2022-05-14,Positive,True,5
dd07b779-ba5a-47e7-b7ba-fe6f29f399df,Exceeded my expectations. Delivery was fast,TechPro,Tablet,2023-05-30,Positive,False,4
b2b67339-a39d-4377-bb7b-68534ab40451,Works flawlessly. No issues with delivery,TechPro,Laptop,2022-08-20,Positive,False,4
b68a0195-9a06-4dab-bfd1-a86c2380f7b0,Absolutely amazing. Still testing the features,Gadgetron,Tablet,2022-09-02,Positive,True,4
174b6b85-bddd-4aaa-98e7-9e16ba2859b4,Exceeded my expectations. Could be better,TechPro,Camera,2021-07-10,Positive,True,4
6f3bd104-2163-4f3b-97f5-8fd2d531e27e,Works flawlessly. Just starting to use it,TechPro,Phone,2022-12-07,Positive,False,5
bdbeedf6-698c-4cd7-ac56-c40d91ec91bd,Love it. Delivery was fast,NovaTech,Tablet,2022-06-21,Positive,True,4
05764702-00bc-497d-8ee2-25cb817305f4,Highly recommend. Just starting to use it,Gadgetron,Laptop,2022-05-15,Positive,False,5
49d35413-b60e-4030-97fa-9e1339b6f359,Worth every penny. Could be better,TechPro,Laptop,2022-06-19,Positive,True,4
877c8ec7-c6b2-4041-9015-73cbe73e7d2e,Love it. Just starting to use it,NovaTech,Phone,2021-06-17,Positive,True,5
2de6b4fa-838f-44ed-92bf-6474c7274d1c,Very satisfied. Delivery was fast,Gadgetron,Tablet,2023-02-02,Positive,False,5
20b2fbbc-fd16-47a3-9ca7-303c62466d82,Works flawlessly. It's an average product,TechPro,Phone,2021-05-24,Positive,False,5
61ec0e20-56d3-49bf-9989-3d56f74c5527,Exceeded my expectations. No issues with delivery,TechPro,Phone,2022-02-14,Positive,True,5
9c394a24-6799-4765-af3d-a57275bb1138,Perfect product. Just starting to use it,NovaTech,Phone,2021-11-21,Positive,True,5
f5d3c31d-a4a3-4b6e-927c-befb497fc703,Exceeded my expectations. Delivery was fast,Gadgetron,Tablet,2021-04-01,Positive,False,5
9d2f47e0-1e54-40eb-bb79-b1e15a242134,Exceeded my expectations. Delivery was fast,SmartWare,Phone,2023-04-29,Positive,False,4
b913eceb-3b32-40e8-a491-6dff17c74999,Worth every penny. It's an average product,NovaTech,Laptop,2022-08-13,Positive,True,4
32a629d4-7bcb-4691-978a-9780b1f07095,Highly recommend. Just starting to use it,TechPro,Tablet,2021-10-13,Positive,False,4
9bf924b0-f762-467a-b95d-a817465ae37a,Great value for money. Still testing the features,SmartWare,Tablet,2022-04-04,Positive,True,5
210bb539-c0b8-4e0f-b661-1f8f8ac3c753,Great value for money. Still testing the features,NovaTech,Tablet,2022-02-17,Negative,True,5
0c1de742-20e5-4110-a904-8265b3b385e3,Very satisfied. It's an average product,Gadgetron,Phone,2021-04-29,Positive,False,5
90d7d60c-102c-4fe4-9fc9-043b23b1c028,Exceeded my expectations. Delivery was fast,Gadgetron,Tablet,2021-12-21,Positive,True,4
358153d4-8856-41ae-8d11-7bd3952c3882,Perfect product. It's an average product,NovaTech,Laptop,2022-03-14,Positive,False,4
af30bf0e-ad1c-47bd-90f7-e07603ccfc42,Perfect product. Delivery was fast,Gadgetron,Camera,2022-03-23,Positive,False,4
3d691e80-c99d-44c3-b453-220744841b2f,Worth every penny. Still testing the features,SmartWare,Phone,2023-05-24,Positive,True,5
1e4b3150-9cb4-42e0-88b0-266cc7d033ca,Perfect product. Delivery was fast,TechPro,Tablet,2021-11-02,Positive,True,4
04c27a44-1c6e-4324-9ba2-60c31f8204c7,Absolutely amazing. Just starting to use it,NovaTech,Tablet,2022-01-22,Positive,True,5
e16befdd-ec1c-447e-9d9d-fcc2add719c7,Absolutely amazing. It's an average product,TechPro,Tablet,2021-06-23,Positive,True,5
abf61f60-4d17-463b-b80f-93f570b4cbfd,Works flawlessly. Could be better,SmartWare,Laptop,2022-05-28,Positive,True,4
901adcdf-c0a7-44a5-abc2-8f447aa70246,Works flawlessly. Packaging was okay,NovaTech,Tablet,2023-07-03,Positive,False,4
81ae31ee-5fc7-4fcf-88c8-686626c92162,Perfect product. Just starting to use it,NovaTech,Camera,2021-10-10,Positive,False,5
f09d3e13-66fb-4a37-94af-807c7874b861,Works flawlessly. No issues with delivery,TechPro,Laptop,2022-01-17,Positive,True,5
e257f4d2-fc08-49c9-b6b6-165138d36213,Exceeded my expectations. Just starting to use it,Gadgetron,Laptop,2021-01-16,Positive,False,5
92cbc5a6-963f-49fc-85ed-ef444e0fb3d0,Exceeded my expectations. Delivery was fast,SmartWare,Camera,2022-07-22,Positive,True,5
0c225e7d-b305-41e4-9cc7-940e7676bd46,Very satisfied. Still testing the features,SmartWare,Tablet,2023-03-31,Positive,False,4
f5b0bdbd-0cdf-4cc8-9825-91bc312c932c,Highly recommend. Still testing the features,NovaTech,Camera,2021-05-14,Positive,False,5
477e539d-2ee4-46e8-9fd1-08c8dd791fda,Absolutely amazing. Could be better,TechPro,Camera,2021-09-23,Positive,False,5
698f44a8-356b-49e7-8bfc-4b0b170c8b86,Love it. Delivery was fast,NovaTech,Camera,2023-05-02,Positive,True,4
f5ff6b79-9709-4b5a-9723-7c26ff0afc31,Exceeded my expectations. No issues with delivery,Gadgetron,Tablet,2021-05-27,Positive,True,5
b0ff7a7e-7817-4d89-b90c-c11f90acc9f3,Perfect product. Still testing the features,TechPro,Tablet,2023-02-28,Positive,False,4
9367e583-c4d2-4b00-a977-b06711336866,Exceeded my expectations. Could be better,SmartWare,Laptop,2021-02-26,Positive,False,4
2f755813-0749-43f7-989a-95b3e478b5eb,Very satisfied. No issues with delivery,SmartWare,Laptop,2023-06-26,Positive,False,5
bea6e4f1-e2c9-4f03-bc64-94e88ba576c7,Very satisfied. No issues with delivery,SmartWare,Camera,2022-09-04,Positive,True,5
9730cb53-e151-491d-87af-d8364025afb0,Perfect product. Packaging was okay,SmartWare,Laptop,2022-11-14,Positive,False,4
69a9173b-d7d1-4e3b-ae99-df95bb7d397a,Exceeded my expectations. Still testing the features,Gadgetron,Phone,2023-06-09,Positive,True,4
841ab9f7-f3c3-49fc-9385-7291ed83d40b,Works flawlessly. Delivery was fast,TechPro,Phone,2022-11-26,Positive,True,4
7a46e6dc-db16-4680-925b-99f343dbf9fc,Perfect product. It's an average product,SmartWare,Camera,2021-07-26,Positive,False,4
fdc3b020-7ed7-4233-bc54-ffca8ca6fce6,Works flawlessly. It's an average product,NovaTech,Phone,2021-01-05,Positive,False,5
16bf211e-78ec-475c-831a-9c8a389f09cf,Great value for money. No issues with delivery,SmartWare,Laptop,2022-07-06,Positive,True,5
80a6d5b1-3bf6-4b0b-b410-99e72afda7ec,Great value for money. It's an average product,SmartWare,Laptop,2023-01-05,Positive,True,4
e7c6d421-2fc5-4a59-acf0-bc5149ac1d35,Works flawlessly. Delivery was fast,SmartWare,Camera,2022-01-08,Positive,True,5
71019b9f-e2f5-4bbf-8812-e1930db9ae68,Highly recommend. No issues with delivery,NovaTech,Laptop,2023-04-04,Positive,True,5
30714fe9-01ce-4971-86d5-ebc23fe40788,Love it. It's an average product,SmartWare,Laptop,2021-11-28,Positive,True,4
260777cd-76f0-4c84-abca-dd3711526ee2,Absolutely amazing. Delivery was fast,NovaTech,Phone,2021-12-24,Positive,False,5
8d2d1d01-e476-4ea9-81dc-7cd713b1fe00,Great value for money. It's an average product,NovaTech,Phone,2022-04-13,Positive,False,4
942b1353-98f2-4286-8fb3-1f7b2cff4ab1,Great value for money. Could be better,Gadgetron,Camera,2021-02-23,Positive,True,5
69dc8b6b-99bc-4eca-83cb-a7d9992969c2,Absolutely amazing. Delivery was fast,NovaTech,Tablet,2023-06-08,Positive,False,5
1b6e0805-2d2a-43bd-b9a0-ffbce4292ba9,Love it. It's an average product,Gadgetron,Camera,2021-07-01,Positive,True,4
d16d6fa3-9c98-4f5f-a850-619765692398,Exceeded my expectations. Delivery was fast,NovaTech,Camera,2021-02-11,Positive,False,5
9a634d35-c478-47c0-b1b9-d2a87c4cd9ea,Worth every penny. Delivery was fast,SmartWare,Camera,2021-01-18,Positive,False,4
47977255-9410-42fe-8f3b-36f0d4c6cdb2,Highly recommend. No issues with delivery,Gadgetron,Tablet,2022-11-09,Positive,False,4
d0136f8e-d057-4790-afc2-c0e908124a72,Great value for money. Delivery was fast,NovaTech,Tablet,2022-07-19,Positive,True,4
93c2cf15-0074-4e25-b99e-098f52103fc4,Perfect product. It's an average product,SmartWare,Laptop,2021-12-15,Negative,False,5
d2ae6115-caed-46eb-b682-d1a9a26472e9,Very satisfied. Packaging was okay,Gadgetron,Tablet,2023-04-15,Positive,False,4
c5be7fc5-7936-4829-b88e-2b731798fea6,Exceeded my expectations. Delivery was fast,SmartWare,Camera,2021-07-07,Positive,False,4
0acd2849-1f24-4e41-9427-20bc7fda0c14,Love it. Still testing the features,Gadgetron,Laptop,2022-02-13,Positive,False,5
344b7f14-e4f8-417e-af9e-9bc0142b4f38,Very satisfied. It's an average product,Gadgetron,Camera,2021-12-22,Positive,True,4
b6352131-fa8f-45fa-a802-79137b90e658,Works flawlessly. Just starting to use it,TechPro,Camera,2022-12-07,Positive,False,4
719cf7e0-92ba-4bfe-8c08-bf6de4d1de9a,Very satisfied. Delivery was fast,NovaTech,Tablet,2023-02-07,Positive,True,4
8ea0e1ed-30cf-40a9-8d93-42d850f68dad,Love it. Could be better,SmartWare,Tablet,2021-03-14,Positive,True,5
29a3ec30-5266-47bf-80c0-513738552896,Love it. It's an average product,SmartWare,Camera,2022-08-11,Positive,True,4
ec0e3758-f175-4b0a-a810-0e15aef18ccc,Very satisfied. Just starting to use it,NovaTech,Phone,2022-09-12,Positive,False,5
2ef9d233-91e2-4f3f-acd6-1df86b4d15f1,Worth every penny. Delivery was fast,SmartWare,Laptop,2022-10-27,Positive,True,4
c7f1dcad-21f4-4a86-a9ef-f2e4440f62db,Exceeded my expectations. No issues with delivery,Gadgetron,Camera,2022-09-09,Positive,False,5
b79d7009-b724-4065-b815-44defb10b464,Absolutely amazing. Just starting to use it,SmartWare,Camera,2023-04-22,Positive,True,4
08fcaace-5b95-4c2a-954d-d37887c2240a,Love it. Just starting to use it,TechPro,Camera,2021-02-18,Positive,False,4
0ecdfcc4-d047-4d1f-bd5a-2d9cc7baddc7,Exceeded my expectations. It's an average product,NovaTech,Phone,2021-10-02,Positive,False,4
f1f01984-860c-456c-9ece-b4583d331236,Highly recommend. Delivery was fast,NovaTech,Camera,2022-05-14,Positive,True,5
95ce0fcf-82ec-4842-aeda-304eadc9a1b8,Perfect product. No issues with delivery,NovaTech,Camera,2022-02-28,Positive,False,5
eac37b5d-51a2-4998-8728-b4dbcfdbc84e,Exceeded my expectations. Delivery was fast,NovaTech,Laptop,2022-11-30,Positive,False,4
6d435cce-1e94-48d7-974d-f800651bc296,Very satisfied. Delivery was fast,Gadgetron,Phone,2023-08-28,Positive,False,5
c4db0183-dc10-4fa5-a1d9-72d6be5d4cb0,Highly recommend. Delivery was fast,SmartWare,Laptop,2021-01-20,Positive,True,4
70a82d4e-c4b8-401f-8da0-dc7984c2a76d,Absolutely amazing. It's an average product,NovaTech,Tablet,2023-08-09,Positive,True,4
ed866944-9ead-417b-ad00-aee5974c2a92,Great value for money. Just starting to use it,SmartWare,Laptop,2021-10-08,Positive,True,4
a7ed916f-2d02-4ba9-88ae-a7b20dc61eea,Works flawlessly. It's an average product,NovaTech,Tablet,2022-11-19,Positive,True,5
702850a2-09fe-4d57-9b52-5bfd71677aa9,Perfect product. No issues with delivery,SmartWare,Tablet,2023-05-10,Positive,False,4
393af9bc-9716-4b81-8bfa-6a42b9e96136,Great value for money. Could be better,SmartWare,Phone,2022-09-08,Positive,False,5
49f7bafa-680c-4a0e-abf5-4f6701637a0f,Works flawlessly. Packaging was okay,NovaTech,Phone,2021-08-20,Positive,True,4
91a09e53-2f7a-491b-bb7d-6bc196745c9c,Highly recommend. Delivery was fast,SmartWare,Phone,2021-07-02,Positive,False,4
c2552a60-b553-4211-a678-aababb6caa4c,Absolutely amazing. No issues with delivery,NovaTech,Laptop,2021-05-26,Positive,True,4
b9457bd0-715e-4a3e-913f-3562d3fb4997,Great value for money. No issues with delivery,SmartWare,Camera,2021-08-16,Positive,True,5
409a197f-eff7-4a1c-973f-c73f9f5cf50b,Great value for money. Packaging was okay,TechPro,Laptop,2021-12-25,Positive,False,4
3f3f8ab0-809b-4a54-8d56-fdb30f1795a6,Worth every penny. Delivery was fast,TechPro,Camera,2023-11-05,Positive,True,5
7d665391-fc15-41cf-9500-dc147134e49c,Exceeded my expectations. Packaging was okay,SmartWare,Laptop,2023-11-08,Positive,True,4
5cc0ec4d-1f27-4f75-950c-8f59c805e649,Very satisfied. Packaging was okay,Gadgetron,Camera,2021-01-27,Positive,True,4
7cc25c7f-b0b0-4a13-ad89-8ef53727aa68,Worth every penny. Just starting to use it,Gadgetron,Camera,2022-02-20,Negative,True,4
2ee3001c-4c12-42ae-9c00-62eab36fcfca,Very satisfied. Just starting to use it,Gadgetron,Phone,2023-09-07,Positive,True,5
5e52a442-ff3c-4d30-b978-b3055e1e7f3a,Love it. Packaging was okay,SmartWare,Tablet,2023-02-28,Positive,False,5
04f8fd0e-49fd-4db7-9d03-dcf357d860ba,Works flawlessly. Delivery was fast,TechPro,Phone,2023-09-15,Positive,True,5
6693ee60-3921-424a-8dc8-9a7c6103aa0f,Exceeded my expectations. It's an average product,SmartWare,Phone,2023-04-11,Positive,False,4
1cd86c8d-72a4-404d-8566-e23124ad3d1d,Great value for money. Packaging was okay,Gadgetron,Laptop,2023-11-19,Positive,False,4
3894c49e-fe57-4a51-8074-76b00a91b7ab,Great value for money. Just starting to use it,TechPro,Camera,2022-04-25,Positive,False,5
2c911a81-aa6b-4ff9-a29a-b99fb96a0c80,Great value for money. It's an average product,SmartWare,Tablet,2021-05-11,Positive,False,5
e154f8ea-bc49-46ba-9dd1-5e0e1f4b0d35,Great value for money. Just starting to use it,SmartWare,Camera,2022-07-27,Positive,True,4
ab0b1573-af7b-45f6-8d94-cc1854a6f1c2,Very satisfied. It's an average product,SmartWare,Tablet,2021-02-01,Positive,False,5
0db14414-5c12-47a4-be9b-094e314f5ec0,Great value for money. It's an average product,Gadgetron,Camera,2023-08-07,Positive,True,4
ba918b28-4860-4355-b142-aac83c93e404,Absolutely amazing. Could be better,NovaTech,Tablet,2023-07-04,Positive,True,5
6950401b-da3a-4f10-a699-85603d6fe92b,Highly recommend. Just starting to use it,SmartWare,Laptop,2023-01-11,Positive,True,4
819b387b-9956-47af-961a-7447e7d7586c,Love it. No issues with delivery,Gadgetron,Tablet,2021-03-21,Positive,True,4
bd76c5f6-9151-4dea-872c-7ded8a0e1f0c,Highly recommend. Still testing the features,TechPro,Tablet,2023-05-14,Positive,False,4
8a1f25a5-f4ba-41af-8a8e-6af77f432291,Very satisfied. Could be better,NovaTech,Laptop,2022-05-27,Positive,True,4
47d8536d-4f8f-485d-a76b-8e415842f976,Highly recommend. Packaging was okay,SmartWare,Camera,2021-05-20,Positive,False,4
33b11bcd-59bd-4172-b862-3ce415637b35,Love it. Just starting to use it,NovaTech,Laptop,2023-02-10,Positive,False,4
10be6a56-726c-47e6-9f55-04acc1b9f96b,Exceeded my expectations. Could be better,SmartWare,Phone,2021-01-27,Positive,False,5
953fb616-72f4-4ccb-9f61-dd5130f18a5b,Very satisfied. Packaging was okay,TechPro,Camera,2021-10-04,Positive,True,5
d30185c1-b7b2-4095-a05c-390b2d9f9b0f,Absolutely amazing. Delivery was fast,Gadgetron,Camera,2021-12-12,Positive,True,5
27f502f5-3f6c-4a8a-89e0-910df98e3048,Exceeded my expectations. Delivery was fast,TechPro,Laptop,2023-11-14,Positive,True,4
2551c450-a21a-4237-9983-3158132eb68d,Great value for money. Still testing the features,TechPro,Phone,2022-10-16,Positive,True,4
d4a78e35-ad97-4ec6-9414-fad4a658a877,Absolutely amazing. Packaging was okay,SmartWare,Camera,2023-01-24,Positive,False,5
984ff39b-06b4-498d-95c0-76a7d08d0195,Worth every penny. No issues with delivery,SmartWare,Camera,2023-04-10,Negative,False,5
abe1bbe8-2bf0-430f-b40d-c769be945e19,Exceeded my expectations. Still testing the features,SmartWare,Laptop,2023-01-31,Negative,True,5
b922a1e5-6ad7-4227-9415-3a6d822dec9f,Highly recommend. Could be better,Gadgetron,Laptop,2021-02-01,Positive,False,5
8b281b3e-0bcf-4f89-81d6-80849bbfad1f,Absolutely amazing. Delivery was fast,SmartWare,Phone,2022-05-15,Positive,False,5
d512c4bc-005b-4ec3-a0b0-9854d037f5ef,Works flawlessly. Packaging was okay,SmartWare,Phone,2021-06-27,Positive,False,5
12c99dcf-d682-4479-8ee1-c4612fc4eb16,Works flawlessly. Packaging was okay,NovaTech,Tablet,2023-08-17,Positive,True,4
7a798ac0-8f30-4e17-bdde-4e0471a65d1e,Very satisfied. Packaging was okay,Gadgetron,Tablet,2021-12-10,Positive,True,4
e47c4457-884f-4a72-b102-d6d10e150a59,Highly recommend. Could be better,SmartWare,Laptop,2022-08-08,Positive,False,5
2ec66ac6-310a-491f-b6a3-2010c8e36bf9,Worth every penny. Just starting to use it,TechPro,Laptop,2021-10-25,Positive,True,5
1397c695-888d-4bcf-b016-bd77465726b8,Works flawlessly. Could be better,TechPro,Phone,2022-09-30,Positive,False,5
6b4b953e-8b4f-406b-81b4-e22a316fe48b,Works flawlessly. Delivery was fast,Gadgetron,Camera,2021-10-10,Positive,False,5
e05676e1-1ec9-4277-9c51-12b9e5d0290e,Perfect product. Delivery was fast,TechPro,Laptop,2021-10-20,Positive,False,4
05a38519-4395-4367-b73d-a0f9ed4aabdd,Absolutely amazing. Delivery was fast,TechPro,Phone,2022-04-01,Positive,False,4
